businessID,businessName,sector,isVerified,trustScore,totalSubmissions,qfintrustComposite,registrationDate,readinessScore,readinessTier,esgComposite,esgTier,creditScore,loanDecision
SME_00206,Nova Packaging Agro,Manufacturing,True,50,0,0,2026-06-10T07:09:30,72.8,A,68.58,B,667,APPROVE
SME_00207,Golden HomeGoods Foods,Retail,True,50,0,0,2026-06-10T07:09:30,67.71,B,81.66,A,739,APPROVE
SME_00208,Nova SupplyChain Agro,Logistics,False,50,0,0,2026-06-10T07:09:30,64.57,B,55.88,B,526,CONDITIONAL REVIEW
SME_00209,Nova Electronics Hub,Retail,True,50,0,0,2026-06-10T07:09:30,83.58,A,86.25,A,769,APPROVE
SME_00210,Fresh Beverage Solutions,Food,True,50,0,0,2026-06-10T07:09:30,63.23,B,75.04,A,682,APPROVE
SME_00211,Smart Clinic Studio,Healthcare,False,50,0,0,2026-06-10T07:09:30,65.89,B,67.99,B,682,FRAUD REVIEW
SME_00212,Bright Warehousing Care,Logistics,True,50,0,0,2026-06-10T07:09:30,61.35,B,71.68,A,705,APPROVE
SME_00213,Prime Packaging Partners,Manufacturing,False,50,0,0,2026-06-10T07:09:30,80.64,A,78.38,A,776,FRAUD REVIEW
SME_00214,Ever Payments Logistics,FinTech,True,50,0,0,2026-06-10T07:09:30,74.19,A,74.19,A,762,APPROVE
SME_00215,Alpha HealthServices Care,Healthcare,False,50,0,0,2026-06-10T07:09:30,46.73,C,56.44,B,624,CONDITIONAL REVIEW
SME_00216,Fresh Pharmacy Care,Healthcare,True,50,0,0,2026-06-10T07:09:30,53.64,B,74.77,A,745,APPROVE
SME_00217,Prime HomeGoods Studio,Retail,False,50,0,0,2026-06-10T07:09:30,52.84,B,57.9,B,560,CONDITIONAL REVIEW
SME_00218,Future Grocery Agro,Retail,True,50,0,0,2026-06-10T07:09:30,74.21,A,78.32,A,738,APPROVE
SME_00219,Trust Accessories Foods,Textile,True,50,0,0,2026-06-10T07:09:30,62.82,B,69.02,B,714,APPROVE
SME_00220,Urban DairySupport Foods,AgriTech,False,50,0,0,2026-06-10T07:09:30,58.45,B,66.06,B,623,CONDITIONAL REVIEW
SME_00221,Rapid Plastic Foods,Manufacturing,False,50,0,0,2026-06-10T07:09:30,58.86,B,50.04,B,566,CONDITIONAL REVIEW
SME_00222,Urban Restaurant Textiles,Food,False,50,0,0,2026-06-10T07:09:30,49.23,C,50.43,B,542,CONDITIONAL REVIEW
SME_00223,Smart FleetServices Studio,Logistics,False,50,0,0,2026-06-10T07:09:30,37.0,C,48.69,C,517,REJECT
SME_00224,Blue Fabric Studio,Textile,False,50,0,0,2026-06-10T07:09:30,52.56,B,56.82,B,582,CONDITIONAL REVIEW
SME_00225,Rapid LightManufacturing Partners,Manufacturing,False,50,0,0,2026-06-10T07:09:30,53.37,B,57.58,B,611,CONDITIONAL REVIEW
SME_00226,Prime Garments Logistics,Textile,False,50,0,0,2026-06-10T07:09:30,44.03,C,54.7,B,562,FRAUD REVIEW
SME_00227,Blue Grocery Logistics,Retail,True,50,0,0,2026-06-10T07:09:30,69.56,B,73.48,A,730,APPROVE
SME_00228,Bright Bakery Solutions,Food,False,50,0,0,2026-06-10T07:09:30,55.47,B,63.21,B,615,CONDITIONAL REVIEW
SME_00229,Secure Delivery Ventures,Logistics,False,50,0,0,2026-06-10T07:09:31,52.48,B,57.02,B,581,CONDITIONAL REVIEW
SME_00230,Bright HomeGoods Enterprises,Retail,False,50,0,0,2026-06-10T07:09:31,60.41,B,64.1,B,622,CONDITIONAL REVIEW
SME_00231,Vertex Electronics Care,Retail,False,50,0,0,2026-06-10T07:09:31,44.7,C,59.6,B,583,CONDITIONAL REVIEW
SME_00232,Urban Bakery Studio,Food,False,50,0,0,2026-06-10T07:09:31,38.92,C,52.67,B,560,CONDITIONAL REVIEW
SME_00233,Ever Garments Mart,Textile,True,50,0,0,2026-06-10T07:09:31,51.36,B,71.91,A,722,APPROVE
SME_00234,Future Warehousing Digital,Logistics,True,50,0,0,2026-06-10T07:09:31,70.09,A,79.99,A,732,APPROVE
SME_00235,Golden Garments Hub,Textile,False,50,0,0,2026-06-10T07:09:31,65.11,B,63.4,B,616,CONDITIONAL REVIEW
SME_00236,Smart Payments Foods,FinTech,True,50,0,0,2026-06-10T07:09:31,88.74,A,92.82,A,840,APPROVE
SME_00237,Secure Restaurant Logistics,Food,False,50,0,0,2026-06-10T07:09:31,42.3,C,60.84,B,554,FRAUD REVIEW
SME_00238,Golden SMEFinance Studio,FinTech,True,50,0,0,2026-06-10T07:09:31,69.9,B,76.83,A,750,APPROVE
SME_00239,Alpha Fashion Traders,Retail,True,50,0,0,2026-06-10T07:09:31,77.63,A,74.42,A,735,APPROVE
SME_00240,Urban Electronics Studio,Retail,True,50,0,0,2026-06-10T07:09:31,69.42,B,69.56,B,658,APPROVE
SME_00241,Vertex Payments Works,FinTech,True,50,0,0,2026-06-10T07:09:31,68.46,B,83.09,A,772,APPROVE
SME_00242,Golden Payments Foods,FinTech,True,50,0,0,2026-06-10T07:09:31,64.34,B,62.92,B,702,APPROVE
SME_00243,Ever Packaging Ventures,Manufacturing,True,50,0,0,2026-06-10T07:09:31,84.16,A,84.44,A,775,APPROVE
SME_00244,Smart ProcessedFood Mart,Food,True,50,0,0,2026-06-10T07:09:31,84.15,A,86.64,A,775,APPROVE
SME_00245,Prime FleetServices Studio,Logistics,True,50,0,0,2026-06-10T07:09:31,78.97,A,89.26,A,768,APPROVE
SME_00246,Ever Fabric Partners,Textile,False,50,0,0,2026-06-10T07:09:31,32.93,C,45.61,C,504,REJECT
SME_00247,Urban FleetServices Enterprises,Logistics,False,50,0,0,2026-06-10T07:09:31,39.34,C,55.66,B,611,CONDITIONAL REVIEW
SME_00248,Urban Restaurant Enterprises,Food,False,50,0,0,2026-06-10T07:09:31,49.13,C,55.93,B,571,CONDITIONAL REVIEW
SME_00249,Blue ColdStorage Studio,AgriTech,False,50,0,0,2026-06-10T07:09:31,60.11,B,59.34,B,579,CONDITIONAL REVIEW
SME_00250,Nova Beverage Digital,Food,False,50,0,0,2026-06-10T07:09:31,33.81,C,50.97,B,544,CONDITIONAL REVIEW
SME_00251,Vertex Warehousing Enterprises,Logistics,True,50,0,0,2026-06-10T07:09:31,59.18,B,79.55,A,754,APPROVE
SME_00252,Nova Dyeing Ventures,Textile,False,50,0,0,2026-06-10T07:09:31,57.21,B,60.88,B,578,CONDITIONAL REVIEW
SME_00253,Bright Beverage Enterprises,Food,False,50,0,0,2026-06-10T07:09:31,37.74,C,46.67,C,482,REJECT
SME_00254,Bright MetalWorks Works,Manufacturing,True,50,0,0,2026-06-10T07:09:31,66.73,B,71.08,A,699,APPROVE
SME_00255,Alpha LightManufacturing Solutions,Manufacturing,False,50,0,0,2026-06-10T07:09:31,46.53,C,51.32,B,562,CONDITIONAL REVIEW
SME_00256,Ever Clinic Hub,Healthcare,True,50,0,0,2026-06-10T07:09:31,64.12,B,66.22,B,695,APPROVE
SME_00257,Trust SMEFinance Hub,FinTech,True,50,0,0,2026-06-10T07:09:31,68.87,B,71.41,A,754,APPROVE
SME_00258,Blue Fashion Enterprises,Retail,True,50,0,0,2026-06-10T07:09:31,67.25,B,65.99,B,690,APPROVE
SME_00259,Smart Fashion Partners,Retail,True,50,0,0,2026-06-10T07:09:31,72.27,A,77.86,A,717,APPROVE
SME_00260,Blue Warehousing Enterprises,Logistics,False,50,0,0,2026-06-10T07:09:31,51.75,B,62.19,B,643,CONDITIONAL REVIEW
SME_00261,Golden Grocery Traders,Retail,False,50,0,0,2026-06-10T07:09:31,72.41,A,63.63,B,646,CONDITIONAL REVIEW
SME_00262,Smart AccountingTech Studio,FinTech,True,50,0,0,2026-06-10T07:09:32,69.25,B,71.35,A,745,APPROVE
SME_00263,Bright ColdStorage Solutions,AgriTech,False,50,0,0,2026-06-10T07:09:32,53.84,B,57.09,B,575,CONDITIONAL REVIEW
SME_00264,Trust Fashion Ventures,Retail,False,50,0,0,2026-06-10T07:09:32,47.05,C,54.72,B,631,CONDITIONAL REVIEW
SME_00265,Trust Fabric Hub,Textile,False,50,0,0,2026-06-10T07:09:32,40.66,C,51.36,B,572,FRAUD REVIEW
SME_00266,Green Grocery Solutions,Retail,True,50,0,0,2026-06-10T07:09:32,57.0,B,74.99,A,668,APPROVE
SME_00267,Prime MetalWorks Partners,Manufacturing,False,50,0,0,2026-06-10T07:09:32,42.75,C,52.1,B,562,CONDITIONAL REVIEW
SME_00268,Ever Electronics Logistics,Retail,True,50,0,0,2026-06-10T07:09:32,58.26,B,67.75,B,662,APPROVE
SME_00269,Future HomeGoods Textiles,Retail,True,50,0,0,2026-06-10T07:09:32,54.86,B,68.36,B,664,APPROVE
SME_00270,Bright Grocery Solutions,Retail,False,50,0,0,2026-06-10T07:09:32,44.48,C,45.21,C,483,REJECT
SME_00271,Green Fashion Care,Retail,True,50,0,0,2026-06-10T07:09:32,80.23,A,77.88,A,716,APPROVE
SME_00272,Alpha MetalWorks Partners,Manufacturing,True,50,0,0,2026-06-10T07:09:32,51.51,B,63.78,B,680,APPROVE
SME_00273,Ever Fashion Traders,Retail,False,50,0,0,2026-06-10T07:09:32,54.9,B,61.22,B,628,CONDITIONAL REVIEW
SME_00274,Green Warehousing Care,Logistics,False,50,0,0,2026-06-10T07:09:32,44.81,C,51.36,B,520,REJECT
SME_00275,Prime Pharmacy Studio,Healthcare,True,50,0,0,2026-06-10T07:09:32,54.51,B,69.69,B,693,APPROVE
SME_00276,Fresh AgroProcessing Ventures,AgriTech,False,50,0,0,2026-06-10T07:09:32,56.48,B,61.32,B,612,CONDITIONAL REVIEW
SME_00277,Rapid AgroProcessing Textiles,AgriTech,True,50,0,0,2026-06-10T07:09:32,57.67,B,68.14,B,705,APPROVE
SME_00278,Prime Restaurant Foods,Food,True,50,0,0,2026-06-10T07:09:32,81.5,A,83.4,A,780,APPROVE
SME_00279,Smart Dyeing Hub,Textile,False,50,0,0,2026-06-10T07:09:32,48.08,C,57.72,B,571,FRAUD REVIEW
SME_00280,Nova Dyeing Hub,Textile,False,50,0,0,2026-06-10T07:09:32,46.94,C,55.91,B,527,FRAUD REVIEW
SME_00281,Fresh Electronics Hub,Retail,False,50,0,0,2026-06-10T07:09:32,44.83,C,51.05,B,534,FRAUD REVIEW
SME_00282,Secure MetalWorks Works,Manufacturing,False,50,0,0,2026-06-10T07:09:32,48.34,C,66.94,B,649,CONDITIONAL REVIEW
SME_00283,Nova Plastic Works,Manufacturing,False,50,0,0,2026-06-10T07:09:32,58.74,B,66.53,B,656,CONDITIONAL REVIEW
SME_00284,Prime MetalWorks Digital,Manufacturing,False,50,0,0,2026-06-10T07:09:32,50.04,B,71.63,A,609,CONDITIONAL REVIEW
SME_00285,Smart SupplyChain Mart,Logistics,True,50,0,0,2026-06-10T07:09:32,66.98,B,77.91,A,789,APPROVE
SME_00286,Alpha ProcessedFood Foods,Food,False,50,0,0,2026-06-10T07:09:32,66.07,B,62.65,B,627,CONDITIONAL REVIEW
SME_00287,Future Fashion Mart,Retail,True,50,0,0,2026-06-10T07:09:32,51.96,B,62.6,B,662,APPROVE
SME_00288,Golden AgroProcessing Ventures,AgriTech,False,50,0,0,2026-06-10T07:09:32,47.96,C,53.04,B,567,CONDITIONAL REVIEW
SME_00289,Secure Beverage Foods,Food,True,50,0,0,2026-06-10T07:09:32,61.35,B,67.46,B,677,APPROVE
SME_00290,Future Grocery Studio,Retail,False,50,0,0,2026-06-10T07:09:32,48.86,C,60.06,B,630,FRAUD REVIEW
SME_00291,Secure Payments Studio,FinTech,True,50,0,0,2026-06-10T07:09:32,86.36,A,84.14,A,814,APPROVE
SME_00292,Bright Fashion Solutions,Retail,False,50,0,0,2026-06-10T07:09:33,31.43,C,47.61,C,528,FRAUD REVIEW
SME_00293,Green Dyeing Ventures,Textile,False,50,0,0,2026-06-10T07:09:33,34.42,C,45.03,C,493,FRAUD REVIEW
SME_00294,Green Electronics Logistics,Retail,False,50,0,0,2026-06-10T07:09:33,53.88,B,64.75,B,635,CONDITIONAL REVIEW
SME_00295,Ever LendingTech Hub,FinTech,True,50,0,0,2026-06-10T07:09:33,78.31,A,83.74,A,755,APPROVE
SME_00296,Trust Fabric Solutions,Textile,False,50,0,0,2026-06-10T07:09:33,60.17,B,58.98,B,582,CONDITIONAL REVIEW
SME_00297,Rapid Accessories Studio,Textile,False,50,0,0,2026-06-10T07:09:33,43.99,C,61.02,B,596,CONDITIONAL REVIEW
SME_00298,Urban SMEFinance Agro,FinTech,True,50,0,0,2026-06-10T07:09:33,64.95,B,76.63,A,778,APPROVE
SME_00299,Ever Payments Logistics,FinTech,True,50,0,0,2026-06-10T07:09:33,82.38,A,75.3,A,742,APPROVE
SME_00300,Prime Delivery Agro,Logistics,True,50,0,0,2026-06-10T07:09:33,66.18,B,73.17,A,659,APPROVE
SME_00301,Green Payments Hub,FinTech,True,50,0,0,2026-06-10T07:09:33,78.72,A,79.46,A,784,APPROVE
SME_00302,Smart Electronics Textiles,Retail,False,50,0,0,2026-06-10T07:09:33,57.46,B,64.0,B,640,CONDITIONAL REVIEW
SME_00303,Future Bakery Hub,Food,True,50,0,0,2026-06-10T07:09:33,67.09,B,87.31,A,721,APPROVE
SME_00304,Ever ProcessedFood Textiles,Food,True,50,0,0,2026-06-10T07:09:33,74.62,A,80.66,A,729,APPROVE
SME_00305,Urban Fabric Traders,Textile,False,50,0,0,2026-06-10T07:09:33,73.08,A,77.17,A,644,CONDITIONAL REVIEW
SME_00306,Prime Beverage Solutions,Food,False,50,0,0,2026-06-10T07:09:33,31.86,C,43.28,C,467,FRAUD REVIEW
SME_00307,Ever FarmInputs Hub,AgriTech,False,50,0,0,2026-06-10T07:09:33,53.29,B,55.02,B,554,CONDITIONAL REVIEW
SME_00308,Rapid Delivery Foods,Logistics,False,50,0,0,2026-06-10T07:09:33,73.87,A,68.79,B,638,CONDITIONAL REVIEW
SME_00309,Prime MetalWorks Partners,Manufacturing,True,50,0,0,2026-06-10T07:09:33,60.02,B,82.6,A,744,APPROVE
SME_00310,Prime Grocery Partners,Retail,False,50,0,0,2026-06-10T07:09:33,47.32,C,58.45,B,586,FRAUD REVIEW
SME_00311,Nova Bakery Foods,Food,True,50,0,0,2026-06-10T07:09:33,52.07,B,70.22,A,704,APPROVE
SME_00312,Green ProcessedFood Mart,Food,False,50,0,0,2026-06-10T07:09:33,34.32,C,49.85,C,501,FRAUD REVIEW
SME_00313,Vertex Plastic Care,Manufacturing,False,50,0,0,2026-06-10T07:09:33,65.98,B,63.77,B,631,FRAUD REVIEW
SME_00314,Secure FarmInputs Traders,AgriTech,False,50,0,0,2026-06-10T07:09:33,52.9,B,60.04,B,586,FRAUD REVIEW
SME_00315,Ever AgroProcessing Digital,AgriTech,False,50,0,0,2026-06-10T07:09:33,56.05,B,63.89,B,650,CONDITIONAL REVIEW
SME_00316,Urban ColdStorage Mart,AgriTech,False,50,0,0,2026-06-10T07:09:33,39.24,C,44.45,C,499,FRAUD REVIEW
SME_00317,Alpha DairySupport Solutions,AgriTech,False,50,0,0,2026-06-10T07:09:33,52.91,B,63.67,B,606,FRAUD REVIEW
SME_00318,Green Diagnostics Agro,Healthcare,False,50,0,0,2026-06-10T07:09:33,58.45,B,65.57,B,707,FRAUD REVIEW
SME_00319,Blue Plastic Textiles,Manufacturing,True,50,0,0,2026-06-10T07:09:33,53.7,B,62.98,B,685,APPROVE
SME_00320,Future Fabric Care,Textile,False,50,0,0,2026-06-10T07:09:33,31.04,C,42.52,C,435,REJECT
SME_00321,Blue Fabric Foods,Textile,False,50,0,0,2026-06-10T07:09:33,38.24,C,56.7,B,580,CONDITIONAL REVIEW
SME_00322,Golden Beverage Textiles,Food,True,50,0,0,2026-06-10T07:09:33,71.1,A,80.91,A,762,APPROVE
SME_00323,Ever AgroProcessing Enterprises,AgriTech,False,50,0,0,2026-06-10T07:09:33,69.6,B,64.44,B,643,CONDITIONAL REVIEW
SME_00324,Ever Restaurant Digital,Food,False,50,0,0,2026-06-10T07:09:33,40.44,C,56.37,B,557,CONDITIONAL REVIEW
SME_00325,Vertex LendingTech Mart,FinTech,True,50,0,0,2026-06-10T07:09:33,60.62,B,68.12,B,715,APPROVE
SME_00326,Green SupplyChain Care,Logistics,False,50,0,0,2026-06-10T07:09:34,69.62,B,73.23,A,645,CONDITIONAL REVIEW
SME_00327,Nova AccountingTech Care,FinTech,True,50,0,0,2026-06-10T07:09:34,63.51,B,73.32,A,735,APPROVE
SME_00328,Future ProcessedFood Care,Food,True,50,0,0,2026-06-10T07:09:34,60.99,B,73.43,A,711,APPROVE
SME_00329,Bright Warehousing Logistics,Logistics,True,50,0,0,2026-06-10T07:09:34,49.69,C,65.42,B,659,APPROVE
SME_00330,Alpha LightManufacturing Mart,Manufacturing,False,50,0,0,2026-06-10T07:09:34,59.34,B,65.88,B,642,CONDITIONAL REVIEW
SME_00331,Prime HealthServices Agro,Healthcare,True,50,0,0,2026-06-10T07:09:34,54.62,B,67.36,B,667,APPROVE
SME_00332,Green LightManufacturing Agro,Manufacturing,False,50,0,0,2026-06-10T07:09:34,49.03,C,49.45,C,477,REJECT
SME_00333,Future HealthServices Enterprises,Healthcare,True,50,0,0,2026-06-10T07:09:34,72.89,A,80.57,A,746,APPROVE
SME_00334,Rapid Fabric Logistics,Textile,False,50,0,0,2026-06-10T07:09:34,27.46,D,45.06,C,456,FRAUD REVIEW
SME_00335,Prime Electronics Digital,Retail,False,50,0,0,2026-06-10T07:09:34,47.65,C,57.07,B,568,FRAUD REVIEW
SME_00336,Vertex SupplyChain Hub,Logistics,False,50,0,0,2026-06-10T07:09:34,36.48,C,54.19,B,533,FRAUD REVIEW
SME_00337,Ever Grocery Solutions,Retail,False,50,0,0,2026-06-10T07:09:34,44.5,C,48.37,C,555,CONDITIONAL REVIEW
SME_00338,Nova Pharmacy Enterprises,Healthcare,True,50,0,0,2026-06-10T07:09:34,63.28,B,74.34,A,737,APPROVE
SME_00339,Green Electronics Traders,Retail,False,50,0,0,2026-06-10T07:09:34,45.65,C,50.58,B,533,CONDITIONAL REVIEW
SME_00340,Golden Fabric Textiles,Textile,False,50,0,0,2026-06-10T07:09:34,30.25,C,45.71,C,474,FRAUD REVIEW
SME_00341,Rapid Fashion Logistics,Retail,False,50,0,0,2026-06-10T07:09:34,45.04,C,54.97,B,562,CONDITIONAL REVIEW
SME_00342,Trust Fabric Textiles,Textile,True,50,0,0,2026-06-10T07:09:34,76.28,A,80.82,A,673,APPROVE
SME_00343,Green SMEFinance Foods,FinTech,True,50,0,0,2026-06-10T07:09:34,57.58,B,67.78,B,696,APPROVE
SME_00344,Prime FleetServices Care,Logistics,True,50,0,0,2026-06-10T07:09:34,80.96,A,87.34,A,772,APPROVE
SME_00345,Green LendingTech Mart,FinTech,False,50,0,0,2026-06-10T07:09:34,66.91,B,68.16,B,679,FRAUD REVIEW
SME_00346,Rapid Payments Hub,FinTech,True,50,0,0,2026-06-10T07:09:34,87.16,A,88.11,A,817,APPROVE
SME_00347,Golden Dyeing Traders,Textile,False,50,0,0,2026-06-10T07:09:34,32.9,C,51.51,B,576,FRAUD REVIEW
SME_00348,Vertex MetalWorks Agro,Manufacturing,False,50,0,0,2026-06-10T07:09:34,44.82,C,63.77,B,671,FRAUD REVIEW
SME_00349,Secure SupplyChain Care,Logistics,False,50,0,0,2026-06-10T07:09:34,48.41,C,57.71,B,564,CONDITIONAL REVIEW
SME_00350,Secure Grocery Traders,Retail,True,50,0,0,2026-06-10T07:09:34,59.39,B,69.99,B,667,APPROVE
SME_00351,Vertex Delivery Logistics,Logistics,False,50,0,0,2026-06-10T07:09:34,32.54,C,45.69,C,484,REJECT
SME_00352,Vertex LightManufacturing Foods,Manufacturing,False,50,0,0,2026-06-10T07:09:34,52.71,B,63.86,B,654,CONDITIONAL REVIEW
SME_00353,Prime ProcessedFood Works,Food,True,50,0,0,2026-06-10T07:09:34,58.94,B,75.07,A,661,APPROVE
SME_00354,Golden Warehousing Logistics,Logistics,False,50,0,0,2026-06-10T07:09:34,68.09,B,65.3,B,599,CONDITIONAL REVIEW
SME_00355,Fresh ProcessedFood Textiles,Food,True,50,0,0,2026-06-10T07:09:34,58.06,B,70.83,A,660,APPROVE
SME_00356,Trust Bakery Mart,Food,True,50,0,0,2026-06-10T07:09:34,78.38,A,83.95,A,736,APPROVE
SME_00357,Prime Clinic Traders,Healthcare,True,50,0,0,2026-06-10T07:09:34,76.25,A,77.89,A,748,APPROVE
SME_00358,Golden SMEFinance Foods,FinTech,True,50,0,0,2026-06-10T07:09:34,86.54,A,89.87,A,819,APPROVE
SME_00359,Prime ProcessedFood Digital,Food,False,50,0,0,2026-06-10T07:09:35,57.31,B,67.33,B,630,CONDITIONAL REVIEW
SME_00360,Ever FleetServices Enterprises,Logistics,False,50,0,0,2026-06-10T07:09:35,46.58,C,40.54,C,491,FRAUD REVIEW
SME_00361,Future Accessories Foods,Textile,True,50,0,0,2026-06-10T07:09:35,75.45,A,80.12,A,678,APPROVE
SME_00362,Trust Fashion Enterprises,Retail,True,50,0,0,2026-06-10T07:09:35,63.48,B,72.23,A,699,APPROVE
SME_00363,Golden HomeGoods Digital,Retail,True,50,0,0,2026-06-10T07:09:35,68.53,B,85.59,A,760,APPROVE
SME_00364,Alpha Electronics Agro,Retail,False,50,0,0,2026-06-10T07:09:35,32.69,C,41.9,C,489,REJECT
SME_00365,Prime FleetServices Logistics,Logistics,False,50,0,0,2026-06-10T07:09:35,53.87,B,62.2,B,590,CONDITIONAL REVIEW
SME_00366,Smart Bakery Mart,Food,False,50,0,0,2026-06-10T07:09:35,69.92,B,61.45,B,671,FRAUD REVIEW
SME_00367,Urban SMEFinance Partners,FinTech,True,50,0,0,2026-06-10T07:09:35,83.02,A,79.76,A,767,APPROVE
SME_00368,Rapid Delivery Foods,Logistics,True,50,0,0,2026-06-10T07:09:35,67.98,B,76.36,A,733,APPROVE
SME_00369,Golden FarmInputs Traders,AgriTech,True,50,0,0,2026-06-10T07:09:35,58.88,B,68.98,B,671,APPROVE
SME_00370,Rapid Dyeing Works,Textile,True,50,0,0,2026-06-10T07:09:35,56.79,B,69.19,B,670,APPROVE
SME_00371,Fresh HealthServices Agro,Healthcare,True,50,0,0,2026-06-10T07:09:35,88.12,A,91.62,A,808,APPROVE
SME_00372,Alpha LightManufacturing Studio,Manufacturing,False,50,0,0,2026-06-10T07:09:35,60.61,B,64.89,B,606,CONDITIONAL REVIEW
SME_00373,Smart ColdStorage Agro,AgriTech,False,50,0,0,2026-06-10T07:09:35,45.25,C,57.74,B,542,CONDITIONAL REVIEW
SME_00374,Future ColdStorage Mart,AgriTech,False,50,0,0,2026-06-10T07:09:35,25.0,D,34.41,C,429,FRAUD REVIEW
SME_00375,Golden Fashion Solutions,Retail,False,50,0,0,2026-06-10T07:09:35,61.57,B,63.07,B,616,FRAUD REVIEW
SME_00376,Golden Grocery Enterprises,Retail,False,50,0,0,2026-06-10T07:09:35,45.43,C,61.63,B,589,CONDITIONAL REVIEW
SME_00377,Rapid Dyeing Logistics,Textile,False,50,0,0,2026-06-10T07:09:35,46.14,C,59.49,B,559,CONDITIONAL REVIEW
SME_00378,Green Beverage Partners,Food,False,50,0,0,2026-06-10T07:09:35,41.64,C,57.4,B,615,FRAUD REVIEW
SME_00379,Green ColdStorage Partners,AgriTech,True,50,0,0,2026-06-10T07:09:35,81.28,A,79.94,A,713,APPROVE
SME_00380,Smart HealthServices Traders,Healthcare,True,50,0,0,2026-06-10T07:09:35,54.44,B,72.23,A,727,APPROVE
SME_00381,Ever ProcessedFood Ventures,Food,False,50,0,0,2026-06-10T07:09:35,46.47,C,55.95,B,630,CONDITIONAL REVIEW
SME_00382,Secure Fabric Textiles,Textile,False,50,0,0,2026-06-10T07:09:35,23.69,D,35.56,C,428,REJECT
SME_00383,Urban AccountingTech Solutions,FinTech,True,50,0,0,2026-06-10T07:09:35,56.18,B,69.78,B,723,APPROVE
SME_00384,Vertex Beverage Enterprises,Food,True,50,0,0,2026-06-10T07:09:35,61.58,B,70.49,A,693,APPROVE
SME_00385,Blue DairySupport Studio,AgriTech,True,50,0,0,2026-06-10T07:09:35,65.07,B,79.88,A,753,APPROVE
SME_00386,Golden Fabric Foods,Textile,False,50,0,0,2026-06-10T07:09:35,46.7,C,60.46,B,601,CONDITIONAL REVIEW
SME_00387,Alpha Pharmacy Enterprises,Healthcare,False,50,0,0,2026-06-10T07:09:35,58.32,B,63.37,B,645,CONDITIONAL REVIEW
SME_00388,Trust Accessories Hub,Textile,False,50,0,0,2026-06-10T07:09:35,57.61,B,63.97,B,585,CONDITIONAL REVIEW
SME_00389,Secure Fashion Hub,Retail,False,50,0,0,2026-06-10T07:09:35,52.21,B,61.9,B,637,CONDITIONAL REVIEW
SME_00390,Urban Dyeing Solutions,Textile,False,50,0,0,2026-06-10T07:09:35,58.45,B,60.84,B,569,FRAUD REVIEW
SME_00391,Smart FleetServices Traders,Logistics,False,50,0,0,2026-06-10T07:09:35,48.79,C,57.55,B,623,CONDITIONAL REVIEW
SME_00392,Alpha Electronics Care,Retail,False,50,0,0,2026-06-10T07:09:36,50.83,B,53.93,B,554,CONDITIONAL REVIEW
SME_00393,Trust SupplyChain Enterprises,Logistics,True,50,0,0,2026-06-10T07:09:36,67.51,B,74.54,A,700,APPROVE
SME_00394,Urban Pharmacy Partners,Healthcare,True,50,0,0,2026-06-10T07:09:36,61.0,B,68.45,B,680,APPROVE
SME_00395,Vertex HomeGoods Ventures,Retail,False,50,0,0,2026-06-10T07:09:36,42.48,C,62.03,B,615,CONDITIONAL REVIEW
SME_00396,Prime Beverage Enterprises,Food,True,50,0,0,2026-06-10T07:09:36,56.79,B,67.03,B,696,APPROVE
SME_00397,Future SMEFinance Traders,FinTech,False,50,0,0,2026-06-10T07:09:36,69.32,B,72.23,A,701,FRAUD REVIEW
SME_00398,Ever Plastic Hub,Manufacturing,False,50,0,0,2026-06-10T07:09:36,58.73,B,62.49,B,581,CONDITIONAL REVIEW
SME_00399,Rapid Beverage Solutions,Food,False,50,0,0,2026-06-10T07:09:36,61.5,B,67.82,B,648,CONDITIONAL REVIEW
SME_00400,Alpha Restaurant Traders,Food,True,50,0,0,2026-06-10T07:09:36,52.67,B,72.29,A,685,APPROVE
SME_00401,Smart LightManufacturing Mart,Manufacturing,True,50,0,0,2026-06-10T07:09:36,63.07,B,70.74,A,703,APPROVE
SME_00402,Rapid Dyeing Care,Textile,False,50,0,0,2026-06-10T07:09:36,40.15,C,54.01,B,529,FRAUD REVIEW
SME_00403,Smart LendingTech Traders,FinTech,False,50,0,0,2026-06-10T07:09:36,62.28,B,63.95,B,650,FRAUD REVIEW
SME_00404,Bright Fashion Digital,Retail,True,50,0,0,2026-06-10T07:09:36,55.14,B,72.55,A,686,APPROVE
SME_00405,Rapid Fabric Solutions,Textile,False,50,0,0,2026-06-10T07:09:36,42.75,C,53.95,B,513,FRAUD REVIEW
SME_00406,Trust Dyeing Studio,Textile,False,50,0,0,2026-06-10T07:09:36,32.29,C,43.17,C,455,REJECT
SME_00407,Vertex Plastic Hub,Manufacturing,True,50,0,0,2026-06-10T07:09:36,54.19,B,62.11,B,658,APPROVE
SME_00408,Bright AccountingTech Studio,FinTech,True,50,0,0,2026-06-10T07:09:36,83.55,A,81.69,A,804,APPROVE
SME_00409,Prime Electronics Agro,Retail,True,50,0,0,2026-06-10T07:09:36,43.77,C,64.06,B,666,APPROVE
SME_00410,Trust Garments Textiles,Textile,True,50,0,0,2026-06-10T07:09:36,71.55,A,80.42,A,728,APPROVE
SME_00411,Prime Delivery Partners,Logistics,False,50,0,0,2026-06-10T07:09:36,48.28,C,61.01,B,629,FRAUD REVIEW
